method,epoch,data_loss,objective
none,0,29.57449854695278,29.57449854695278
none,50,0.0049252504609906475,0.0049252504609906475
none,100,0.004925250460957959,0.004925250460957959
none,150,0.004925250460957959,0.004925250460957959
none,200,0.00492525046095796,0.00492525046095796
none,250,0.00492525046095796,0.00492525046095796
none,300,0.00492525046095796,0.00492525046095796
none,350,0.00492525046095796,0.00492525046095796
none,400,0.00492525046095796,0.00492525046095796
none,450,0.00492525046095796,0.00492525046095796
none,500,0.00492525046095796,0.00492525046095796
none,550,0.00492525046095796,0.00492525046095796
none,600,0.00492525046095796,0.00492525046095796
none,650,0.00492525046095796,0.00492525046095796
none,700,0.00492525046095796,0.00492525046095796
none,750,0.00492525046095796,0.00492525046095796
none,800,0.00492525046095796,0.00492525046095796
none,850,0.00492525046095796,0.00492525046095796
none,900,0.00492525046095796,0.00492525046095796
none,950,0.00492525046095796,0.00492525046095796
none,1000,0.00492525046095796,0.00492525046095796
none,1050,0.00492525046095796,0.00492525046095796
none,1100,0.00492525046095796,0.00492525046095796
none,1150,0.00492525046095796,0.00492525046095796
none,1200,0.00492525046095796,0.00492525046095796
none,1250,0.00492525046095796,0.00492525046095796
none,1300,0.00492525046095796,0.00492525046095796
none,1350,0.00492525046095796,0.00492525046095796
none,1400,0.00492525046095796,0.00492525046095796
none,1450,0.00492525046095796,0.00492525046095796
none,1500,0.00492525046095796,0.00492525046095796
none,1550,0.00492525046095796,0.00492525046095796
none,1600,0.00492525046095796,0.00492525046095796
none,1650,0.00492525046095796,0.00492525046095796
none,1700,0.00492525046095796,0.00492525046095796
none,1750,0.00492525046095796,0.00492525046095796
none,1800,0.00492525046095796,0.00492525046095796
none,1850,0.00492525046095796,0.00492525046095796
none,1900,0.00492525046095796,0.00492525046095796
none,1950,0.00492525046095796,0.00492525046095796
none,2000,0.00492525046095796,0.00492525046095796
none,2050,0.00492525046095796,0.00492525046095796
none,2100,0.00492525046095796,0.00492525046095796
none,2150,0.00492525046095796,0.00492525046095796
none,2200,0.00492525046095796,0.00492525046095796
none,2250,0.00492525046095796,0.00492525046095796
none,2300,0.00492525046095796,0.00492525046095796
none,2350,0.00492525046095796,0.00492525046095796
none,2400,0.00492525046095796,0.00492525046095796
none,2450,0.00492525046095796,0.00492525046095796
none,2500,0.00492525046095796,0.00492525046095796
none,2550,0.00492525046095796,0.00492525046095796
none,2600,0.00492525046095796,0.00492525046095796
none,2650,0.00492525046095796,0.00492525046095796
none,2700,0.00492525046095796,0.00492525046095796
none,2750,0.00492525046095796,0.00492525046095796
none,2800,0.00492525046095796,0.00492525046095796
none,2850,0.00492525046095796,0.00492525046095796
none,2900,0.00492525046095796,0.00492525046095796
none,2950,0.00492525046095796,0.00492525046095796
none,3000,0.00492525046095796,0.00492525046095796
none,3050,0.00492525046095796,0.00492525046095796
none,3100,0.00492525046095796,0.00492525046095796
none,3150,0.00492525046095796,0.00492525046095796
none,3200,0.00492525046095796,0.00492525046095796
none,3250,0.00492525046095796,0.00492525046095796
none,3300,0.00492525046095796,0.00492525046095796
none,3350,0.00492525046095796,0.00492525046095796
none,3400,0.00492525046095796,0.00492525046095796
none,3450,0.00492525046095796,0.00492525046095796
none,3500,0.00492525046095796,0.00492525046095796
none,3550,0.00492525046095796,0.00492525046095796
none,3600,0.00492525046095796,0.00492525046095796
none,3650,0.00492525046095796,0.00492525046095796
none,3700,0.00492525046095796,0.00492525046095796
none,3750,0.00492525046095796,0.00492525046095796
none,3800,0.00492525046095796,0.00492525046095796
none,3850,0.00492525046095796,0.00492525046095796
none,3900,0.00492525046095796,0.00492525046095796
none,3950,0.00492525046095796,0.00492525046095796
none,4000,0.00492525046095796,0.00492525046095796
none,4050,0.00492525046095796,0.00492525046095796
none,4100,0.00492525046095796,0.00492525046095796
none,4150,0.00492525046095796,0.00492525046095796
none,4200,0.00492525046095796,0.00492525046095796
none,4250,0.00492525046095796,0.00492525046095796
none,4300,0.00492525046095796,0.00492525046095796
none,4350,0.00492525046095796,0.00492525046095796
none,4400,0.00492525046095796,0.00492525046095796
none,4450,0.00492525046095796,0.00492525046095796
none,4500,0.00492525046095796,0.00492525046095796
none,4550,0.00492525046095796,0.00492525046095796
none,4600,0.00492525046095796,0.00492525046095796
none,4650,0.00492525046095796,0.00492525046095796
none,4700,0.00492525046095796,0.00492525046095796
none,4750,0.00492525046095796,0.00492525046095796
none,4800,0.00492525046095796,0.00492525046095796
none,4850,0.00492525046095796,0.00492525046095796
none,4900,0.00492525046095796,0.00492525046095796
none,4950,0.00492525046095796,0.00492525046095796
none,5000,0.00492525046095796,0.00492525046095796
lasso,0,29.57449854695278,30.40515829190668
