method,epoch,data_loss,objective
lasso,2500,0.013425402352450632,0.35457459764754934
lasso,2550,0.013425402352450632,0.35457459764754934
lasso,2600,0.013425402352450632,0.35457459764754934
lasso,2650,0.013425402352450632,0.35457459764754934
lasso,2700,0.013425402352450632,0.35457459764754934
lasso,2750,0.013425402352450632,0.35457459764754934
lasso,2800,0.013425402352450632,0.35457459764754934
lasso,2850,0.013425402352450632,0.35457459764754934
lasso,2900,0.013425402352450632,0.35457459764754934
lasso,2950,0.013425402352450632,0.35457459764754934
lasso,3000,0.013425402352450632,0.35457459764754934
lasso,3050,0.013425402352450632,0.35457459764754934
lasso,3100,0.013425402352450632,0.35457459764754934
lasso,3150,0.013425402352450632,0.35457459764754934
lasso,3200,0.013425402352450632,0.35457459764754934
lasso,3250,0.013425402352450632,0.35457459764754934
lasso,3300,0.013425402352450632,0.35457459764754934
lasso,3350,0.013425402352450632,0.35457459764754934
lasso,3400,0.013425402352450632,0.35457459764754934
lasso,3450,0.013425402352450632,0.35457459764754934
lasso,3500,0.013425402352450632,0.35457459764754934
lasso,3550,0.013425402352450632,0.35457459764754934
lasso,3600,0.013425402352450632,0.35457459764754934
lasso,3650,0.013425402352450632,0.35457459764754934
lasso,3700,0.013425402352450632,0.35457459764754934
lasso,3750,0.013425402352450632,0.35457459764754934
lasso,3800,0.013425402352450632,0.35457459764754934
lasso,3850,0.013425402352450632,0.35457459764754934
lasso,3900,0.013425402352450632,0.35457459764754934
lasso,3950,0.013425402352450632,0.35457459764754934
lasso,4000,0.013425402352450632,0.35457459764754934
lasso,4050,0.013425402352450632,0.35457459764754934
lasso,4100,0.013425402352450632,0.35457459764754934
lasso,4150,0.013425402352450632,0.35457459764754934
lasso,4200,0.013425402352450632,0.35457459764754934
lasso,4250,0.013425402352450632,0.35457459764754934
lasso,4300,0.013425402352450632,0.35457459764754934
lasso,4350,0.013425402352450632,0.35457459764754934
lasso,4400,0.013425402352450632,0.35457459764754934
lasso,4450,0.013425402352450632,0.35457459764754934
lasso,4500,0.013425402352450632,0.35457459764754934
lasso,4550,0.013425402352450632,0.35457459764754934
lasso,4600,0.013425402352450632,0.35457459764754934
lasso,4650,0.013425402352450632,0.35457459764754934
lasso,4700,0.013425402352450632,0.35457459764754934
lasso,4750,0.013425402352450632,0.35457459764754934
lasso,4800,0.013425402352450632,0.35457459764754934
lasso,4850,0.013425402352450632,0.35457459764754934
lasso,4900,0.013425402352450632,0.35457459764754934
lasso,4950,0.013425402352450632,0.35457459764754934
lasso,5000,0.013425402352450632,0.35457459764754934
ridge,0,29.549442035600865,29.998464033283707
ridge,50,0.0001628982574566884,0.3013031409308831
ridge,100,0.00016289481870181182,0.2410253097619986
ridge,150,0.00016289481869906244,0.1936227641479026
ridge,200,0.00016289481869906925,0.15634535573548572
ridge,250,0.00016289481869905952,0.12703036515968633
ridge,300,0.00016289481869906697,0.10397702778838565
ridge,350,0.00016289481869906396,0.08584786064501483
ridge,400,0.0001628948186990661,0.07159106580361203
ridge,450,0.0001628948186990629,0.060379508342508714
ridge,500,0.00016289481869906697,0.05156272854719441
ridge,550,0.00016289481869906244,0.04462920425953376
ridge,600,0.0001628948186990629,0.03917667395213866
ridge,650,0.0001628948186990629,0.034888798764916504
ridge,700,0.0001628948186990629,0.03151680950769786
ridge,750,0.0001628948186990629,0.028865073845083102
ridge,800,0.00016289481869906244,0.026779746316435225
ridge,850,0.0001628948186990661,0.025139842700458388
ridge,900,0.0001628948186990629,0.02385022088673898
ridge,950,0.0001628948186990629,0.022836061026233836
ridge,1000,0.0001628948186990629,0.02203852471619466
ridge,1050,0.0001628948186990629,0.021411341378930568
ridge,1100,0.00016289481869906697,0.020918123786715353
ridge,1150,0.0001628948186990629,0.020530256987938873
ridge,1200,0.00016289481869906244,0.020225238156559747
ridge,1250,0.0001628948186990629,0.019985371048084948
ridge,1300,0.00016289481869906697,0.019796739318470376
ridge,1350,0.00016289481869906244,0.01964839914109619
ridge,1400,0.00016289481869906244,0.01953174427996351
ridge,1450,0.0001628948186990629,0.019440006782632913
ridge,1500,0.00016289481869906697,0.01936786432466102
ridge,1550,0.0001628948186990661,0.019311131424879915
ridge,1600,0.0001628948186990629,0.019266516616789686
ridge,1650,0.00016289481869906244,0.01923143148790314
ridge,1700,0.00016289481869906244,0.019203840508098945
ridge,1750,0.00016289481869906244,0.019182142934491126
ridge,1800,0.00016289481869906244,0.019165079941302492
ridge,1850,0.0001628948186990629,0.019151661586705906
ridge,1900,0.0001628948186990661,0.019141109379476537
ridge,1950,0.00016289481869906697,0.01913281111335083
ridge,2000,0.0001628948186990629,0.01912628534872204
ridge,2050,0.0001628948186990629,0.019121153481010737
ridge,2100,0.0001628948186990629,0.01911711777520392
ridge,2150,0.00016289481869906244,0.019113944092195037
ridge,2200,0.0001628948186990629,0.01911144830476082
ridge,2250,0.00016289481869906697,0.019109485615072103
ridge,2300,0.00016289481869906697,0.019107942153973854
ridge,2350,0.00016289481869906697,0.01910672837465077
ridge,2400,0.0001628948186990629,0.01910577385739936
ridge,2450,0.0001628948186990629,0.019105023224095675
ridge,2500,0.0001628948186990629,0.019104432925328662
ridge,2550,0.00016289481869906244,0.019103968713798703
ridge,2600,0.00016289481869906697,0.019103603657395767
ridge,2650,0.0001628948186990629,0.01910331657668207
ridge,2700,0.00016289481869906697,0.019103090816126954
ridge,2750,0.0001628948186990629,0.01910291327780475
ridge,2800,0.00016289481869906244,0.019102773661493856
ridge,2850,0.0001628948186990629,0.01910266386708989
ridge,2900,0.00016289481869906244,0.019102577524662805
ridge,2950,0.00016289481869906697,0.01910250962489338
ridge,3000,0.00016289481869906697,0.019102456228448035
ridge,3050,0.0001628948186990629,0.019102414237430986
ridge,3100,0.0001628948186990629,0.01910238121565395
ridge,3150,0.00016289481869906697,0.019102355247296074
ridge,3200,0.0001628948186990629,0.019102334825753936
ridge,3250,0.00016289481869906697,0.019102318766233153
ridge,3300,0.00016289481869906697,0.019102306137010243
ridge,3350,0.0001628948186990629,0.01910229620537694
ridge,3400,0.00016289481869906244,0.019102288395130763
ridge,3450,0.00016289481869906697,0.019102282253145503
ridge,3500,0.00016289481869906697,0.01910227742308226
ridge,3550,0.00016289481869906697,0.019102273624715786
ridge,3600,0.0001628948186990629,0.01910227063767666
ridge,3650,0.0001628948186990629,0.01910226828866616
ridge,3700,0.00016289481869906697,0.019102266441401998
ridge,3750,0.00016289481869906396,0.01910226498871164
ridge,3800,0.00016289481869906244,0.019102263846314523
ridge,3850,0.0001628948186990629,0.019102262947932304
ridge,3900,0.0001628948186990629,0.019102262241443648
ridge,3950,0.00016289481869906244,0.019102261685860277
ridge,4000,0.0001628948186990629,0.019102261248948964
ridge,4050,0.0001628948186990629,0.01910226090536148
ridge,4100,0.00016289481869906244,0.01910226063516395
ridge,4150,0.0001628948186990629,0.01910226042268034
ridge,4200,0.00016289481869906697,0.019102260255583026
ridge,4250,0.00016289481869906697,0.019102260124177532
ridge,4300,0.0001628948186990629,0.01910226002084012
ridge,4350,0.00016289481869906244,0.01910225993957548
ridge,4400,0.0001628948186990629,0.019102259875668888
ridge,4450,0.0001628948186990661,0.019102259825412686
ridge,4500,0.00016289481869906697,0.019102259785891154
ridge,4550,0.0001628948186990629,0.01910225975481138
ridge,4600,0.0001628948186990629,0.019102259730370216
ridge,4650,0.0001628948186990629,0.019102259711149663
ridge,4700,0.0001628948186990629,0.0191022596960346
ridge,4750,0.00016289481869906244,0.0191022596841481
ridge,4800,0.0001628948186990629,0.019102259674800545
ridge,4850,0.00016289481869906244,0.01910225966744962
ridge,4900,0.0001628948186990629,0.019102259661668845
ridge,4950,0.00016289481869906396,0.019102259657122832
ridge,5000,0.0001628948186990629,0.01910225965354785
